months_as_customer,age,policy_bind_date,policy_state,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,property_damage,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,policy_deductable_cat,umbrella_limit_cat,bodily_injuries_cat,incident_hour_cat,vehicles_involved_cat,witnesses_cat,policy_csl_cat
233,41,1997-08-30,OH,1615.14,FEMALE,Associate,tech-support,board-games,other-relative,67100,0,2015-01-20,Vehicle Theft,,Minor Damage,,NY,Springfield,NO,,3740,680,680,2380,Chevrolet,Malibu,2011,N,High,None,None,Morning,Single Vehicle,Single Witness,Premium
122,33,1991-06-03,IL,1236.5,MALE,PhD,other-service,bungie-jumping,husband,0,-48700,2015-02-12,Parked Car,,Trivial Damage,,NY,Hillsdale,NO,NO,5060,460,920,3680,Nissan,Ultima,2003,N,Low,None,None,Early Morning,Single Vehicle,Single Witness,Standard
335,48,1995-09-06,IL,1017.97,FEMALE,MD,machine-op-inspct,chess,wife,59900,-34800,2015-02-19,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Columbus,NO,YES,35860,3260,6520,26080,BMW,X5,2005,Y,High,None,None,Evening,Multi-Vehicle,No Witness,Premium
257,40,2000-02-09,IN,1306.0,MALE,Associate,machine-op-inspct,cross-fit,husband,46100,-46900,2015-02-21,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,YES,,50050,7700,3850,38500,Ford,Fusion,2008,Y,High,None,Major,Early Morning,Multi-Vehicle,Single Witness,Basic
85,27,1996-07-23,IL,1174.14,MALE,College,priv-house-serv,dancing,unmarried,50400,-61500,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbend,YES,NO,59070,10740,5370,42960,Toyota,Camry,2012,N,High,None,None,Afternoon,Multi-Vehicle,No Witness,Premium
133,30,2005-09-21,IN,1231.01,MALE,College,adm-clerical,board-games,husband,0,-31700,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,NO,,28440,3160,3160,22120,Dodge,Neon,2007,N,Medium,None,Minor,Evening,Multi-Vehicle,Multiple Witnesses,Premium
119,34,2011-12-30,IL,1299.18,FEMALE,College,tech-support,hiking,wife,57100,0,2015-01-08,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,YES,YES,45540,8280,8280,28980,Honda,Civic,1998,Y,Low,None,Major,Morning,Single Vehicle,Single Witness,Standard
169,34,1996-07-21,IN,1469.75,FEMALE,JD,sales,reading,not-in-family,0,-57600,2015-01-16,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,,YES,38700,7740,3870,27090,Volkswagen,Passat,2012,N,Low,None,None,Early Morning,Single Vehicle,No Witness,Basic
225,39,1996-04-08,OH,1390.72,MALE,Masters,tech-support,paintball,other-relative,83900,-52100,2015-02-20,Parked Car,,Trivial Damage,,SC,Northbrook,YES,YES,5830,1060,530,4240,Nissan,Pathfinder,2011,N,Low,None,Major,Morning,Single Vehicle,Single Witness,Standard
84,32,2001-03-04,IL,1694.09,FEMALE,Associate,prof-specialty,cross-fit,husband,0,0,2015-01-30,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,YES,,57240,4770,9540,42930,BMW,X6,1995,Y,Low,Unknown,None,Early Morning,Single Vehicle,Multiple Witnesses,Premium
169,39,2001-10-19,OH,1140.15,MALE,High School,armed-forces,exercise,husband,0,-36800,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,YES,NO,46200,4200,8400,33600,Suburu,Legacy,2015,N,High,None,None,Morning,Multi-Vehicle,Multiple Witnesses,Basic
124,32,2006-08-18,IN,1310.71,FEMALE,Masters,farming-fishing,kayaking,wife,29300,0,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,YES,NO,57700,5770,5770,46160,Toyota,Camry,2003,N,Medium,None,None,Evening,Single Vehicle,Single Witness,Basic
320,48,2013-04-28,IL,1730.49,MALE,College,transport-moving,hiking,not-in-family,46300,-41700,2015-01-24,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,NO,NO,56160,4680,9360,42120,Saab,95,1995,N,High,Unknown,Major,Afternoon,Multi-Vehicle,No Witness,Standard
297,47,2009-11-29,IN,1616.65,MALE,MD,adm-clerical,movies,unmarried,0,-59500,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,,YES,44400,5550,5550,33300,Jeep,Grand Cherokee,1999,N,Low,Unknown,None,Early Morning,Multi-Vehicle,Multiple Witnesses,Standard
421,56,1990-02-15,IN,1935.85,MALE,Masters,machine-op-inspct,reading,own-child,49500,-81100,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,,,92730,16860,8430,67440,Mercedes,E400,2004,Y,Low,Unknown,Major,Morning,Single Vehicle,Multiple Witnesses,Basic
136,33,2002-04-12,OH,855.14,FEMALE,PhD,craft-repair,paintball,not-in-family,37900,0,2015-01-04,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,YES,YES,30700,3070,6140,21490,Toyota,Corolla,2015,N,Medium,None,None,Evening,Single Vehicle,Single Witness,Standard
46,24,1999-02-21,OH,1568.47,FEMALE,High School,armed-forces,yachting,unmarried,46800,0,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,NO,,56600,11320,5660,39620,Toyota,Camry,1999,N,High,Unknown,Major,Morning,Single Vehicle,No Witness,Standard
34,24,2011-06-18,IN,1550.53,FEMALE,MD,armed-forces,dancing,own-child,0,-27700,2015-02-01,Parked Car,,Trivial Damage,,VA,Hillsdale,YES,,3960,660,660,2640,Audi,A3,1998,N,High,None,None,Evening,Single Vehicle,Single Witness,Premium
95,30,1995-03-26,IL,1370.92,MALE,College,transport-moving,video-games,unmarried,48900,0,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,YES,,34800,3480,6960,24360,Accura,MDX,1999,N,High,None,None,Evening,Single Vehicle,Multiple Witnesses,Standard
140,36,1991-05-03,IN,1363.59,FEMALE,JD,armed-forces,kayaking,not-in-family,43200,0,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,,YES,79500,7950,7950,63600,Chevrolet,Tahoe,2000,N,Low,None,Major,Morning,Multi-Vehicle,No Witness,Standard
200,34,2001-12-19,IN,828.42,FEMALE,College,prof-specialty,basketball,other-relative,0,0,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,,NO,56000,5600,5600,44800,Chevrolet,Malibu,2009,N,Medium,Premium,Major,Morning,Single Vehicle,Multiple Witnesses,Standard
123,29,2012-08-05,IN,1209.63,FEMALE,Masters,machine-op-inspct,chess,not-in-family,64800,-44200,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,YES,YES,73260,16280,0,56980,Volkswagen,Jetta,2014,Y,Low,None,Minor,Afternoon,Single Vehicle,No Witness,Standard
267,46,2004-08-09,OH,1111.17,MALE,MD,craft-repair,base-jumping,unmarried,35000,0,2015-02-03,Parked Car,,Trivial Damage,,WV,Arlington,YES,YES,4950,900,450,3600,Toyota,Camry,1995,N,High,None,Major,Early Morning,Single Vehicle,Multiple Witnesses,Standard
290,42,2014-01-20,IN,989.97,MALE,Masters,machine-op-inspct,kayaking,own-child,32500,0,2015-01-20,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,NO,NO,48000,4800,9600,33600,Saab,95,2013,N,Low,None,None,Morning,Single Vehicle,Single Witness,Premium
45,37,2011-12-19,IN,1114.23,MALE,College,prof-specialty,dancing,wife,0,0,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,YES,YES,52200,10440,5220,36540,Nissan,Pathfinder,2005,N,Medium,None,None,Early Morning,Single Vehicle,Single Witness,Standard
186,38,2008-07-28,IN,1347.31,FEMALE,JD,protective-serv,dancing,unmarried,80900,-111100,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,NO,,73800,12300,12300,49200,Audi,A3,1995,N,High,None,Major,Early Morning,Multi-Vehicle,Multiple Witnesses,Standard
135,34,1998-05-05,IL,1687.53,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-69600,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,,NO,78200,15640,7820,54740,Audi,A3,2009,N,High,None,Minor,Morning,Single Vehicle,Multiple Witnesses,Standard
110,33,1995-04-16,IN,1183.48,MALE,Associate,other-service,bungie-jumping,husband,0,0,2015-01-26,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,,NO,55200,13800,9200,32200,Saab,93,2015,Y,Medium,None,Major,Evening,Single Vehicle,Multiple Witnesses,Standard
259,43,1992-02-14,IL,1537.13,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0,-58300,2015-01-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,NO,YES,57060,6340,6340,44380,Ford,Fusion,2012,N,High,None,None,Early Morning,Multi-Vehicle,Multiple Witnesses,Premium
114,30,2007-07-11,OH,1173.25,FEMALE,Masters,protective-serv,dancing,husband,0,-34700,2015-02-25,Vehicle Theft,,Minor Damage,,WV,Arlington,NO,YES,4680,520,520,3640,Chevrolet,Malibu,2013,N,Medium,None,None,Early Morning,Single Vehicle,Multiple Witnesses,Standard
404,56,2010-04-07,IN,1361.16,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-63700,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,NO,YES,53100,5310,5310,42480,Accura,MDX,2005,Y,Medium,Unknown,Major,Evening,Single Vehicle,No Witness,Standard
282,48,1991-03-10,OH,1422.56,FEMALE,MD,prof-specialty,video-games,husband,26900,-55300,2015-02-09,Vehicle Theft,,Minor Damage,,WV,Springfield,,NO,3520,640,320,2560,Accura,MDX,2013,N,High,Unknown,Minor,Morning,Single Vehicle,Multiple Witnesses,Premium
57,25,1996-01-20,IL,1143.06,FEMALE,Masters,tech-support,dancing,own-child,63100,-54100,2015-01-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,NO,YES,72900,14580,14580,43740,Nissan,Maxima,2010,N,High,None,None,Early Morning,Multi-Vehicle,Single Witness,Premium
215,38,2010-03-01,IN,1405.71,FEMALE,PhD,craft-repair,camping,unmarried,0,0,2015-02-01,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,,NO,70700,7070,14140,49490,Volkswagen,Passat,2008,N,Low,None,None,Morning,Single Vehicle,Single Witness,Standard
140,30,2014-06-15,IL,1354.2,FEMALE,College,adm-clerical,bungie-jumping,wife,100500,0,2015-02-10,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,,,60170,5470,10940,43760,Nissan,Pathfinder,2006,N,Low,None,None,Early Morning,Multi-Vehicle,No Witness,Basic
250,42,2004-11-25,IN,1055.6,MALE,High School,exec-managerial,paintball,husband,69500,-40700,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,,,74800,13600,6800,54400,Ford,Fusion,2009,Y,Low,None,Minor,Afternoon,Single Vehicle,Single Witness,Basic
286,41,2000-08-26,IL,999.43,MALE,College,prof-specialty,paintball,wife,25800,0,2015-01-01,Vehicle Theft,,Trivial Damage,Police,WV,Northbend,YES,,4100,820,410,2870,Chevrolet,Malibu,2009,N,Medium,None,Major,Early Morning,Single Vehicle,No Witness,Standard
356,47,2005-08-23,IN,1155.97,MALE,High School,prof-specialty,camping,husband,0,0,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,YES,,61490,5590,11180,44720,Dodge,RAM,2009,N,High,None,None,Early Morning,Single Vehicle,Multiple Witnesses,Standard
65,29,1990-08-09,IL,1726.91,MALE,High School,other-service,basketball,own-child,0,0,2015-01-28,Vehicle Theft,,Trivial Damage,,VA,Hillsdale,,,7200,720,1440,5040,Audi,A5,1999,N,Medium,None,None,Afternoon,Single Vehicle,No Witness,Standard
187,34,2003-03-28,IN,1232.57,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500,0,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,,,45100,8200,4100,32800,Nissan,Pathfinder,2011,N,Low,None,None,Morning,Multi-Vehicle,No Witness,Premium
386,53,2007-10-23,OH,1078.65,MALE,JD,craft-repair,camping,not-in-family,36800,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,,YES,66660,12120,6060,48480,Honda,Civic,2006,N,Low,None,Major,Afternoon,Single Vehicle,Multiple Witnesses,Standard
197,41,1996-06-27,OH,1324.78,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-64500,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,NO,YES,76400,15280,7640,53480,Volkswagen,Jetta,1997,Y,Medium,None,Major,Morning,Single Vehicle,Multiple Witnesses,Premium
166,37,1994-12-11,IN,1518.54,FEMALE,MD,craft-repair,kayaking,not-in-family,0,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,YES,NO,58300,10600,10600,37100,Ford,F150,2001,N,Low,None,Minor,Morning,Single Vehicle,Single Witness,Standard
293,49,1995-12-05,IL,1239.06,FEMALE,JD,transport-moving,skydiving,husband,34900,0,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,,,57310,5210,10420,41680,Volkswagen,Passat,2002,N,High,None,Minor,Evening,Single Vehicle,Single Witness,Basic
179,32,1996-12-15,OH,1246.68,FEMALE,PhD,priv-house-serv,movies,own-child,0,0,2015-01-28,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,,,53100,5900,5900,41300,Suburu,Impreza,2006,N,High,None,None,Morning,Single Vehicle,Single Witness,Premium
76,24,2011-06-06,OH,1622.67,FEMALE,MD,priv-house-serv,paintball,husband,0,0,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,NO,,74700,14940,7470,52290,Suburu,Forrestor,1997,N,Medium,None,Minor,Morning,Multi-Vehicle,Single Witness,Standard
105,28,1995-12-13,OH,1082.36,FEMALE,Associate,prof-specialty,golf,own-child,0,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,NO,NO,60500,12100,6050,42350,Audi,A5,1995,N,Low,None,Major,Afternoon,Multi-Vehicle,Multiple Witnesses,Standard
97,26,1997-10-28,OH,1270.55,MALE,Masters,protective-serv,chess,unmarried,0,-72100,2015-01-20,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,YES,NO,84920,7720,15440,61760,Jeep,Wrangler,2006,Y,Medium,None,Major,Morning,Multi-Vehicle,Multiple Witnesses,Standard
148,36,1996-01-04,IL,1236.32,FEMALE,MD,adm-clerical,hiking,own-child,55100,0,2015-01-10,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,NO,NO,61050,5550,11100,44400,Dodge,Neon,2009,N,Medium,Unknown,Major,Early Morning,Single Vehicle,No Witness,Premium
77,26,2008-05-09,IL,785.82,MALE,JD,exec-managerial,movies,other-relative,49700,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,YES,,69080,12560,6280,50240,Audi,A5,2009,Y,High,None,Major,Afternoon,Multi-Vehicle,No Witness,Standard
295,46,2009-12-05,IN,1265.84,FEMALE,JD,prof-specialty,paintball,own-child,52200,-44500,2015-01-16,Vehicle Theft,,Minor Damage,,VA,Arlington,YES,YES,4560,760,380,3420,Nissan,Pathfinder,2007,N,Low,None,Minor,Morning,Single Vehicle,Multiple Witnesses,Standard
126,28,1992-01-05,IN,1508.9,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,0,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,NO,,67800,11300,11300,45200,Ford,F150,2011,N,Low,None,None,Early Morning,Multi-Vehicle,Single Witness,Standard
132,32,1997-11-15,OH,1106.84,MALE,PhD,other-service,reading,wife,43100,-31900,2015-01-07,Vehicle Theft,,Minor Damage,Police,SC,Riverwood,YES,YES,5600,1120,560,3920,Suburu,Legacy,2005,N,High,None,Minor,Evening,Single Vehicle,Single Witness,Standard
370,55,2012-12-22,IN,1389.13,MALE,JD,other-service,basketball,wife,0,-53200,2015-02-17,Vehicle Theft,,Minor Damage,,NC,Northbrook,,,9000,900,1800,6300,Mercedes,ML350,2015,N,High,Unknown,None,Morning,Single Vehicle,Multiple Witnesses,Premium
257,43,1992-05-19,IN,974.84,FEMALE,JD,transport-moving,kayaking,other-relative,52100,0,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,NO,YES,85320,21330,7110,56880,Nissan,Pathfinder,2006,N,Medium,None,None,Early Morning,Single Vehicle,Single Witness,Basic
9,24,2002-05-25,IL,1304.46,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700,-33300,2015-01-31,Vehicle Theft,,Trivial Damage,,NC,Arlington,NO,YES,5940,540,1080,4320,Audi,A5,2001,Y,High,None,None,Morning,Single Vehicle,Multiple Witnesses,Basic
185,34,2010-04-21,OH,1257.36,FEMALE,PhD,armed-forces,movies,husband,0,0,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,YES,,51370,9340,4670,37360,BMW,M5,2000,Y,Low,None,Minor,Evening,Multi-Vehicle,Single Witness,Standard
234,43,1990-03-26,OH,1257.04,MALE,Associate,protective-serv,reading,own-child,0,-48800,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,NO,YES,51600,10320,5160,36120,Dodge,Neon,2011,N,Low,None,Major,Early Morning,Single Vehicle,Multiple Witnesses,Standard
253,44,2007-05-12,OH,719.52,FEMALE,High School,farming-fishing,golf,own-child,45800,0,2015-02-13,Parked Car,,Trivial Damage,,SC,Arlington,NO,,5400,600,600,4200,Chevrolet,Malibu,1998,N,High,None,None,Morning,Single Vehicle,Multiple Witnesses,Basic
233,39,2001-01-02,OH,1524.18,MALE,JD,craft-repair,reading,unmarried,0,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,,YES,48870,5430,5430,38010,Saab,95,1999,N,High,None,Minor,Evening,Multi-Vehicle,No Witness,Premium
274,44,2006-08-10,IN,1395.58,FEMALE,JD,tech-support,reading,husband,0,0,2015-02-05,Vehicle Theft,,Minor Damage,Police,WV,Springfield,NO,,5590,860,860,3870,BMW,X5,2000,N,Low,None,Major,Morning,Single Vehicle,Single Witness,Premium
297,48,2014-07-28,IL,1243.68,MALE,Masters,protective-serv,camping,wife,0,-71400,2015-02-20,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,,,54960,6870,0,48090,Toyota,Corolla,2002,Y,Medium,None,None,Evening,Multi-Vehicle,Multiple Witnesses,Premium
273,47,2011-09-27,OH,1189.04,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,NO,,39800,7960,3980,27860,Jeep,Wrangler,2014,N,Medium,None,Minor,Early Morning,Multi-Vehicle,Multiple Witnesses,Premium
147,37,2013-04-20,IN,1375.29,FEMALE,Masters,armed-forces,chess,own-child,0,0,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,,,56160,6240,6240,43680,Ford,Fusion,2015,Y,High,None,None,Morning,Multi-Vehicle,Single Witness,Premium
285,42,1991-03-20,IN,1389.13,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,NO,,52700,5270,10540,36890,Toyota,Corolla,2005,N,Low,None,None,Afternoon,Single Vehicle,Multiple Witnesses,Basic
289,43,2002-12-21,OH,1387.51,FEMALE,Associate,sales,base-jumping,not-in-family,0,0,2015-01-11,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,YES,,68580,7620,7620,53340,Jeep,Wrangler,2010,N,Medium,None,Minor,Evening,Multi-Vehicle,Multiple Witnesses,Premium
427,60,2005-12-03,IN,1178.61,MALE,MD,craft-repair,board-games,own-child,0,-54400,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,YES,YES,90860,12980,19470,58410,Volkswagen,Jetta,2004,Y,Medium,Unknown,Minor,Evening,Single Vehicle,Multiple Witnesses,Basic
380,53,2011-05-25,IL,1166.62,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,2015-02-24,Parked Car,,Trivial Damage,Police,NC,Northbend,NO,NO,5700,570,570,4560,Saab,93,2001,N,High,Unknown,None,Evening,Single Vehicle,Multiple Witnesses,Standard
13,21,2006-10-18,IN,1556.31,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000,2015-01-19,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,YES,YES,94930,8630,8630,77670,Accura,RSX,2014,N,Medium,None,Major,Evening,Multi-Vehicle,No Witness,Basic
282,43,2006-07-19,OH,1452.27,MALE,MD,farming-fishing,video-games,not-in-family,75800,0,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,NO,NO,46800,4680,9360,32760,Audi,A5,2007,Y,Low,None,Minor,Evening,Single Vehicle,Multiple Witnesses,Standard
312,47,2002-06-08,OH,1212.07,FEMALE,MD,exec-managerial,polo,wife,66900,-51800,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,NO,NO,56320,7040,7040,42240,Mercedes,ML350,2000,N,Medium,None,Major,Afternoon,Multi-Vehicle,Multiple Witnesses,Premium
266,46,2009-02-12,OH,1578.54,MALE,Associate,handlers-cleaners,chess,husband,0,-41400,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,NO,YES,83490,7590,15180,60720,Nissan,Pathfinder,1996,N,High,None,Minor,Evening,Single Vehicle,Multiple Witnesses,Basic
30,36,2001-05-14,IN,1488.26,FEMALE,College,machine-op-inspct,golf,wife,0,-63500,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,NO,,57900,5790,5790,46320,Saab,95,2008,N,Low,None,Major,Afternoon,Multi-Vehicle,Multiple Witnesses,Premium
198,36,2001-02-16,IN,1096.39,MALE,High School,armed-forces,kayaking,own-child,0,0,2015-01-26,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,,YES,49410,5490,5490,38430,Audi,A3,2015,N,Medium,None,Minor,Morning,Multi-Vehicle,Multiple Witnesses,Standard
290,45,1993-11-18,OH,1215.36,MALE,Associate,tech-support,reading,own-child,54400,0,2015-01-31,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,,NO,66200,6620,6620,52960,Suburu,Impreza,2012,N,High,None,None,Evening,Multi-Vehicle,Single Witness,Premium
260,46,1990-02-18,OH,1482.57,MALE,MD,priv-house-serv,reading,husband,35000,0,2015-02-20,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,NO,NO,64080,10680,10680,42720,Toyota,Camry,2005,N,High,None,None,Morning,Single Vehicle,Single Witness,Basic
233,43,2000-05-21,OH,954.18,FEMALE,College,tech-support,dancing,other-relative,0,0,2015-02-17,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,,YES,42500,8500,4250,29750,Nissan,Pathfinder,2000,N,Medium,None,Major,Afternoon,Multi-Vehicle,Multiple Witnesses,Standard
130,30,2012-08-26,IL,1193.4,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,NO,,48950,8900,4450,35600,Suburu,Legacy,2005,N,High,None,Major,Afternoon,Multi-Vehicle,Multiple Witnesses,Premium
230,42,2004-11-16,IN,1023.11,FEMALE,MD,adm-clerical,golf,own-child,0,-45300,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,NO,YES,58850,10700,10700,37450,Accura,MDX,1999,N,Medium,None,Minor,Afternoon,Multi-Vehicle,Multiple Witnesses,Basic
212,40,2003-01-23,IL,1524.45,FEMALE,Masters,other-service,golf,husband,73200,0,2015-02-11,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,YES,YES,82400,8240,8240,65920,Nissan,Pathfinder,2006,N,Medium,None,None,Afternoon,Multi-Vehicle,Multiple Witnesses,Premium
299,44,2008-11-07,OH,1653.32,FEMALE,College,other-service,bungie-jumping,other-relative,0,-48800,2015-01-25,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,YES,,54240,6780,6780,40680,Suburu,Impreza,2009,N,Medium,None,Major,Early Morning,Single Vehicle,No Witness,Premium
91,26,1999-10-19,IL,1022.46,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,,,74200,7420,7420,59360,Jeep,Wrangler,1996,N,Medium,None,None,Afternoon,Multi-Vehicle,Multiple Witnesses,Standard
398,53,1990-12-20,IL,1396.43,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,21500,0,2015-01-29,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,YES,,47430,5270,5270,36890,Toyota,Camry,2000,N,High,None,Major,Afternoon,Single Vehicle,Single Witness,Basic
218,43,1996-02-14,IL,1521.55,FEMALE,Associate,priv-house-serv,polo,other-relative,61100,-64500,2015-01-02,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,,YES,68200,13640,6820,47740,Dodge,RAM,2003,Y,Low,None,Minor,Evening,Single Vehicle,Multiple Witnesses,Standard
152,33,2001-06-10,IN,1034.27,FEMALE,JD,armed-forces,exercise,husband,0,0,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,NO,NO,63900,7100,7100,49700,Accura,TL,2014,N,Medium,None,Minor,Evening,Single Vehicle,No Witness,Basic
212,39,2010-03-17,OH,1255.35,FEMALE,JD,protective-serv,skydiving,not-in-family,60300,-58900,2015-02-14,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,NO,YES,59300,11860,5930,41510,Dodge,RAM,2008,N,Medium,None,None,Evening,Two Vehicles,Multiple Witnesses,Basic
242,44,2003-07-30,IL,1396.89,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600,2015-02-04,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,NO,YES,66900,6690,13380,46830,Suburu,Forrestor,1999,Y,High,Unknown,Minor,Afternoon,Multi-Vehicle,Multiple Witnesses,Premium
80,27,2014-09-17,OH,795.31,MALE,JD,farming-fishing,skydiving,husband,0,-51000,2015-02-12,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,YES,,40810,3710,7420,29680,Ford,F150,2000,Y,Low,None,Minor,Afternoon,Multi-Vehicle,Multiple Witnesses,Premium
260,43,2009-06-03,IN,982.22,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,,,75400,15080,7540,52780,Honda,CRV,2011,N,Low,None,Minor,Evening,Single Vehicle,No Witness,Basic
